,datum,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
16735,2000-12-31,2.0,2200.0,3.700375,17.7,21.54321641153296,0.0,0.31,26.5,31.29,8.280875,36.86,15.0
16736,2000-12-31,2.0,2200.0,16.935125,67.73,17.051728154756088,0.0,0.5,13.375,19.57,8.233125,32.77,15.0
16738,2000-12-31,2.0,2200.0,5.587999999999999,14.58,18.41011161718063,0.0,0.35,18.625,16.67,3.0434999999999994,30.73,15.0
16741,2000-12-31,2.0,2200.0,9.23625,23.88,23.54674930031417,0.0,0.14,24.75,3.06,1.445625,4.66,15.0
16743,2000-12-31,2.0,2200.0,15.613374999999998,42.4,22.99401946525889,0.445,0.15,49.125,0.12,0.061375,0.46,15.0
16744,2000-12-31,3.0,2500.0,19.132,33.35,20.75911244399478,2.255875,0.28,22.25,41.62,22.668875,67.53,15.0
16746,2000-12-31,2.0,2200.0,14.040875,20.72,22.863743244915643,0.0,0.16,24.375,0.46,0.097625,1.07,15.0
16756,2001-01-01,3.0,2400.0,0.0,11.82,20.12119428638493,0.0,0.25,71.25,42.8,11.23975,60.18,15.0
16757,2001-01-01,2.0,2200.0,3.090375,17.67,18.758049207047595,0.0,0.17,70.75,2.42,2.08775,2.86,15.0
16761,2001-01-01,3.0,2400.0,0.947125,10.22,22.21212619014101,0.947125,0.31,81.75,17.25,1.91625,38.52,15.0
16762,2001-01-01,3.0,2400.0,0.52975,42.08,16.46692181639769,0.52975,0.52,70.5,18.47,0.559125,30.01,15.0
16765,2001-01-01,3.0,2400.0,1.8425,20.26,25.437714718008014,1.8425,0.13,85.125,17.8,14.790875,17.85,15.0
16766,2001-01-01,3.0,2400.0,7.24475,31.66,20.521098971252,1.440875,0.29,71.5,99.77,68.398,124.47,15.0
16767,2001-01-01,2.0,2200.0,0.79125,16.93,19.047299627857484,0.0,0.27,64.625,4.64,4.63175,5.28,15.0
16774,2001-01-01,3.0,2400.0,1.09675,11.19,20.77319079420467,0.589,0.28,73.75,19.82,15.79175,36.67,15.0
16775,2001-01-01,2.0,2200.0,1.80275,26.95,19.112794264165164,0.0,0.15,70.375,8.6,0.195875,54.67,15.0
16776,2001-01-01,3.0,2400.0,0.77775,14.16,21.104655729378045,0.77775,0.28,72.0,7.48,2.465625,26.54,15.0
16777,2001-01-01,3.0,2400.0,0.2739999999999999,22.27,20.071276235553647,0.2739999999999999,0.31,70.0,12.89,4.43,23.21,15.0
16783,2001-01-02,3.0,2400.0,24.314,54.61,32.16561805740423,23.78425,0.35,98.0,10.98,2.18925,30.68,15.0
16786,2001-01-02,2.0,2200.0,2.563,20.24,18.681921835115983,2.563,0.16,89.5,7.9,5.716625,8.43,15.0
16788,2001-01-02,3.0,2400.0,10.82725,36.01,22.252137177739385,7.130375000000001,0.22,94.5,167.25,76.179125,200.65,15.0
16791,2001-01-02,2.0,2200.0,3.915625,30.87,21.725999646448145,3.915625,0.15,88.125,1.86,0.136875,54.8,15.0
16792,2001-01-02,3.0,2400.0,3.2645,14.53,22.89030243307469,3.2645,0.24,87.625,28.34,2.68625,62.19,15.0
16793,2001-01-02,3.0,2400.0,14.7205,30.9,28.26676656639456,12.877875,0.13,93.75,37.21,20.96875,38.82,15.0
16798,2001-01-02,2.0,2200.0,14.14875,25.29,20.1506188493249,10.74125,0.32,82.125,35.83,22.520375,52.25,15.0
16803,2001-01-02,2.0,2200.0,5.5070000000000014,20.64,23.39535162378797,5.5070000000000014,0.26,87.5,15.51,10.877250000000002,16.08,15.0
16805,2001-01-02,2.0,2200.0,10.781375,22.25,28.049318789638683,10.003625,0.2,89.625,8.6,4.260375,30.8,15.0
16807,2001-01-02,2.0,2200.0,7.0725,25.35,25.40397545513256,6.7985,0.27,85.5,27.76,19.241375,41.54,15.0
16811,2001-01-02,2.0,2200.0,9.237625,19.84,24.702674279545263,8.648625,0.23,87.125,34.72,18.658375,50.88,15.0
16814,2001-01-02,2.0,2200.0,14.236625,23.51,29.52504975847191,13.2895,0.21,93.625,12.17,1.970375,39.1,15.0
16823,2001-01-03,2.0,2200.0,18.093,25.2,25.744328673430747,3.856500000000002,0.19,70.25,8.42,4.5355,42.56,15.0
16824,2001-01-03,2.0,2200.0,9.08875,25.71,23.434015506117024,2.01625,0.28,54.75,24.45,0.7751249999999998,41.25,15.0
16826,2001-01-03,2.0,2200.0,14.45825,24.83,26.82487440914496,3.676625,0.17,62.625,8.6,1.8775,27.56,15.0
16829,2001-01-03,2.0,2200.0,12.429,30.83,21.556785849594785,2.905875,0.15,83.875,6.58,0.141375,6.7,15.0
16830,2001-01-03,2.0,2200.0,16.433625,30.95,25.81121089071394,1.713125,0.18,60.125,48.66,12.904125,51.72,15.0
16832,2001-01-03,2.0,2200.0,7.006625000000001,20.96,20.606021147033324,1.49975,0.27,59.375,16.67,1.16275,16.86,15.0
16833,2001-01-03,2.0,2200.0,30.55,54.79,26.062654546271503,6.23575,0.21,92.5,20.43,17.684625,44.4,15.0
16835,2001-01-03,2.0,2200.0,0.0,14.48,12.367635137121804,0.0,0.51,73.75,58.55,17.99575,93.53,15.0
16836,2001-01-03,2.0,2200.0,0.9725,16.66,12.875556557947096,0.9725,0.42,79.5,2.4,0.97,56.74,15.0
16839,2001-01-03,2.0,2200.0,16.129375,26.1,19.184185254346183,1.9805,0.26,66.5,42.57,9.782625,61.81,15.0
16840,2001-01-03,2.0,2200.0,11.2765,21.62,22.336924703270807,2.039,0.24,60.125,43.02,8.566500000000001,57.89,15.0
16841,2001-01-03,2.0,2200.0,9.17925,34.51,20.39266695902768,0.608125,0.24,85.0,162.03,17.451625,216.63,15.0
16845,2001-01-03,2.0,2200.0,4.3088750000000005,21.73,16.664543458357297,1.7460000000000002,0.19,61.125,8.04,0.2355,8.5,15.0
16854,2001-01-03,2.0,2200.0,5.172625,16.44,22.250594232140287,1.908125,0.25,70.5,29.29,15.361,72.55,15.0
16862,2001-01-03,2.0,2200.0,6.705499999999999,31.82,19.894253438435303,2.789875,0.16,51.0,3.22,2.882875,55.67,15.0
16864,2001-01-03,2.0,2200.0,0.0,21.96,12.8408159218488,0.0,0.44,71.125,2.5,0.0,71.5,15.0
16868,2001-01-04,2.0,2200.0,9.335125,18.65,21.536869815249567,2.3283750000000003,0.27,63.5,18.6,6.5585,23.34,15.0
16884,2001-01-04,2.0,2200.0,4.3088750000000005,18.35,14.374999495236786,0.0,0.44,70.875,7.66,1.70825,10.2,15.0
16888,2001-01-04,3.0,2200.0,8.557625,26.51,20.43184273989511,1.852,0.16,60.375,6.73,3.707125,47.92,15.0
16894,2001-01-04,2.0,2200.0,14.696375,30.57,21.769202833516307,2.523,0.15,80.125,7.35,2.8748750000000003,9.57,15.0
16895,2001-01-04,2.0,2200.0,16.42575,27.5,24.98349350120555,1.834625,0.19,61.5,51.05,17.176,68.9,15.0
16896,2001-01-04,2.0,2200.0,21.536625,26.18,26.85625070862047,4.39075,0.19,70.25,25.36,18.850625,58.56,15.0
16898,2001-01-04,2.0,2200.0,10.6875,18.65,21.51335268714704,0.0,0.25,63.625,46.86,19.63525,74.54,15.0
16899,2001-01-04,2.0,2200.0,18.440875,26.11,26.03017167838305,4.760375,0.2,61.25,11.41,5.2765,28.24,15.0
16900,2001-01-04,3.0,2200.0,11.065,23.23,23.48820977874897,2.250375,0.28,59.125,25.09,5.078,41.42,15.0
16902,2001-01-04,2.0,2200.0,5.172625,14.34,20.80738694647432,0.0,0.26,61.625,64.16,46.10937500000001,111.88,15.0
16903,2001-01-04,2.0,2200.0,0.0,14.31,12.65034542456902,0.0,0.46,63.125,0.04,0.03675,66.11,15.0
16904,2001-01-04,2.0,2200.0,33.93375,51.4,25.70389167686925,3.9135,0.31,62.75,74.3,54.42675,94.43,15.0
16905,2001-01-04,3.0,2200.0,19.529875,28.53,19.898429442406364,6.808249999999999,0.26,60.625,54.33,22.029,81.28,15.0
16912,2001-01-04,2.0,2200.0,1.847625,11.02,12.24373284066984,0.8751249999999999,0.57,72.375,12.25,11.277500000000002,63.0,15.0
16913,2001-01-04,2.0,2200.0,0.0,8.97,12.198601404666162,0.0,0.52,62.25,77.42,32.749875,119.27,15.0
16914,2001-01-04,2.0,2200.0,10.38725,30.96,19.18084130747001,2.648625,0.25,78.875,130.23,36.60025,240.25,15.0
16917,2001-01-05,3.0,2200.0,1.7460000000000002,7.4,11.739719425838006,0.0,0.53,89.25,4.68,2.733125,12.81,15.0
16925,2001-01-05,3.0,2200.0,12.18725,36.5,26.033578825615123,2.03775,0.29,98.5,116.79,44.681125,137.46,15.0
16926,2001-01-05,3.0,2200.0,8.653875,21.72,23.094206413074588,3.225125,0.28,97.75,11.05,8.030375,17.6,15.0
16940,2001-01-05,3.0,2200.0,7.501125000000001,22.22,30.087672209271982,3.953375,0.18,98.875,63.14,33.05675,101.9,15.0
