,datum,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
98883,2009-03-01,2.0,2000.0,13.3695,38.59,21.55723640610749,4.046375,0.26,91.45,20.1,0.210625,53.78,16.0
98887,2009-03-01,2.0,2200.0,4.1355,6.29,13.519982558949444,3.52525,0.55,88.81250000000001,11.71,2.13625,51.77,16.0
98888,2009-03-01,2.0,2000.0,1.5583749999999998,5.88,15.90707391944552,1.5583749999999998,0.32,94.125,0.63,0.0,20.26,16.0
98889,2009-03-01,2.0,2000.0,0.0,54.45,17.47267696118591,0.0,0.36,93.9375,18.59,0.0,76.28,16.0
98896,2009-03-01,2.0,2200.0,0.0,0.0,13.118045741542591,0.0,0.73,88.56249999999999,0.15,0.0,2.16,16.0
98898,2009-03-01,2.0,2000.0,5.59775,32.42,13.91637160205052,1.89325,0.51,86.5625,19.67,0.042375,109.46,16.0
98905,2009-03-01,2.0,2200.0,6.56975,27.16,14.270423393593646,5.979375,0.4,85.78750000000002,24.8,0.0,83.6,16.0
98906,2009-03-01,2.0,2000.0,0.0,0.0,12.799835250510313,0.0,0.45,85.9,0.0,0.0,0.0,16.0
98907,2009-03-01,2.0,2000.0,0.0,2.29,12.580531452396809,0.0,0.61,91.25,0.79,0.0,9.09,16.0
98908,2009-03-01,2.0,2000.0,14.76625,38.23,16.789720992213287,7.958124999999999,0.4,94.6375,9.32,0.050625,89.69,16.0
98909,2009-03-01,2.0,2000.0,8.548625,58.65,20.168877400612782,0.0,0.45,95.75,0.0,0.0,0.0,16.0
98910,2009-03-01,2.0,2000.0,4.162375,17.44,17.77387142778968,0.56175,0.44,93.65,19.57,0.001,62.3,16.0
98916,2009-03-01,2.0,2200.0,0.3289999999999999,0.33,15.503279561939053,0.3289999999999999,0.41,88.7625,11.92,0.0,122.74,16.0
98917,2009-03-01,2.0,2000.0,0.0,9.45,17.06244374249832,0.0,0.42,83.9375,4.28,0.0,46.38,16.0
98924,2009-03-01,2.0,2000.0,5.205,35.17,15.766849198434771,2.005125,0.49,86.96249999999998,14.63,0.43975,102.86,16.0
98931,2009-03-01,2.0,2200.0,8.559750000000001,18.62,17.964058196464766,5.4193750000000005,0.24,90.5625,10.21,0.0551249999999999,36.7,16.0
98932,2009-03-01,2.0,2000.0,7.3235,34.12,12.299790633193128,4.396375,0.53,87.175,3.98,0.0,29.65,16.0
98933,2009-03-01,2.0,2000.0,9.955875,39.54,21.24625677963782,1.51175,0.38,91.2375,5.29,0.0,52.11,16.0
98935,2009-03-01,2.0,2000.0,1.28825,45.43,14.234540352745508,0.0,0.58,90.4,8.39,0.0,125.77,16.0
98938,2009-03-01,2.0,2200.0,6.782,27.55,17.086869635489563,1.97575,0.2,89.0875,24.47,1.658375,88.11,16.0
98940,2009-03-02,2.0,2000.0,0.8342499999999999,0.83,13.56960148304457,0.8342499999999999,0.44,89.6125,0.0,0.0,0.0,16.0
98942,2009-03-02,2.0,2200.0,7.507875,16.89,18.133655023394205,1.291875,0.24,92.1875,0.15,0.091875,31.72,16.0
98945,2009-03-02,2.0,2000.0,12.529125,20.98,17.011969039945047,6.6365,0.49,98.6,0.37,0.1715,8.04,16.0
98947,2009-03-02,2.0,2000.0,4.552625,23.28,15.03021698626448,2.65925,0.5,92.575,2.43,0.296625,46.77,16.0
98949,2009-03-02,3.0,2000.0,8.664124999999999,41.91,20.761413558019488,4.61775,0.28,92.4625,1.41,0.099875,52.51,16.0
98954,2009-03-02,2.0,2000.0,8.229875,16.34,13.173016884799942,3.084875,0.49,92.95,0.16,0.047375,14.01,16.0
98961,2009-03-02,2.0,2000.0,0.5503750000000001,1.68,13.243731762889205,0.5503750000000001,0.54,95.4375,0.0,0.0,7.0,16.0
98966,2009-03-02,2.0,2200.0,6.89475,21.07,22.538309714329085,4.27,0.24,91.75,2.24,0.410625,57.66,16.0
98967,2009-03-02,2.0,2000.0,0.0,22.69,13.985334994514186,0.0,0.6,87.7875,0.5,0.0,50.45,16.0
98968,2009-03-02,3.0,2000.0,2.993625,6.06,16.585113867375178,1.43525,0.31,95.0125,0.07,0.071875,17.36,16.0
98969,2009-03-02,2.0,2200.0,4.402125,5.76,13.331229532569251,0.266625,0.56,87.57499999999996,2.78,0.43525,44.53,16.0
98971,2009-03-02,2.0,2000.0,2.03975,18.2,18.895603564440087,2.03975,0.34,95.3,4.09,0.3395,70.37,16.0
98975,2009-03-02,2.0,2000.0,3.871,15.95,19.031097107932805,3.309375,0.42,95.75,1.85,0.004,27.45,16.0
98976,2009-03-02,2.0,2000.0,12.76175,30.15,17.318962127269593,4.058625,0.4,96.775,0.8,0.137875,23.29,16.0
98981,2009-03-02,2.0,2200.0,2.740375,2.74,16.500813848308994,2.411375,0.38,86.925,0.0,0.0,82.98,16.0
98982,2009-03-02,3.0,2000.0,4.5415,28.67,22.264168673566623,2.64425,0.38,92.0,0.16,0.0,33.83,16.0
98983,2009-03-02,2.0,2200.0,8.61725,23.85,14.403744333097665,2.04775,0.4,90.8125,0.09,0.09125,75.05,16.0
98985,2009-03-02,2.0,2000.0,2.651,38.59,21.051693387229463,2.651,0.41,97.175,0.0,0.0,0.0,16.0
98990,2009-03-02,2.0,2200.0,0.0,15.41,24.12818766598719,0.0,0.18,86.45,0.04,0.0,21.09,16.0
98993,2009-03-02,1.0,1000.0,1.32625,1.33,13.876141331826425,1.32625,0.67,91.2375,0.0,0.0,0.4,16.0
98997,2009-03-02,2.0,2000.0,2.912375,5.43,17.043406339845184,2.912375,0.41,92.2375,0.12,0.118375,20.5,16.0
99004,2009-03-02,2.0,2000.0,2.11325,4.57,18.86281854622217,2.11325,0.45,96.2625,0.0,0.0,25.54,16.0
99007,2009-03-02,2.0,2000.0,3.243875,3.24,14.457335619566246,3.243875,0.24,93.225,0.01,0.007125,18.9,16.0
99009,2009-03-02,2.0,2000.0,3.288125,21.77,16.389547952589012,1.282875,0.49,93.575,2.23,1.066625,103.91,16.0
99011,2009-03-02,2.0,2000.0,3.016875,10.25,20.05217070087669,3.016875,0.3,95.725,0.84,0.3829999999999999,35.17,16.0
99012,2009-03-03,2.0,2000.0,9.560625,26.76,20.971484136409327,5.4045000000000005,0.3,88.45,5.38,5.384999999999999,36.16,16.0
99014,2009-03-03,2.0,2000.0,7.978375,7.98,17.08111048901677,5.86525,0.49,79.7,10.49,10.485125,21.14,16.0
99015,2009-03-03,2.0,2000.0,7.422999999999999,7.42,19.51766532931779,4.406249999999999,0.3,100.0,13.74,13.356374999999998,44.45,16.0
99017,2009-03-03,2.0,2000.0,9.40675,10.28,19.48062494752116,6.413000000000001,0.29,97.2125,7.68,7.60575,24.71,16.0
99019,2009-03-03,3.0,2200.0,20.48775,33.95,24.684616623257163,14.242125,0.25,99.975,9.17,7.104875,52.55,16.0
99024,2009-03-03,2.0,2000.0,6.982749999999999,6.98,17.74663887093578,4.070374999999999,0.41,83.1875,1.17,1.046875,11.86,16.0
99026,2009-03-03,2.0,2200.0,6.794625,17.86,18.23290875566343,2.923625,0.45,81.525,1.28,1.2725,25.27,16.0
99027,2009-03-03,2.0,2200.0,4.145625,22.87,19.19403939407812,1.4946250000000003,0.44,83.78750000000002,0.0,0.0,0.0,16.0
99029,2009-03-03,2.0,2200.0,13.602,27.88,15.745136988507454,1.585125,0.43,81.30000000000003,2.72,2.535625,16.0,16.0
99032,2009-03-03,2.0,2200.0,6.7155000000000005,7.05,19.441739754241468,4.67575,0.34,80.85,8.6,8.2645,61.33,16.0
99039,2009-03-03,2.0,2200.0,0.0,4.77,13.802525436344377,0.0,0.62,71.125,0.04,0.037625,30.75,16.0
99041,2009-03-03,2.0,2000.0,6.848625,6.85,19.065214410759324,4.10825,0.35,87.22500000000002,0.84,0.8420000000000001,72.37,16.0
99042,2009-03-03,2.0,2000.0,13.871375,41.71,21.615506412450944,5.207375,0.29,89.225,3.89,3.58325,53.0,16.0
99043,2009-03-03,3.0,2200.0,14.661375,15.49,44.44784343264108,14.661375,0.17,89.7625,0.82,0.816875,4.8,16.0
99044,2009-03-03,3.0,2200.0,8.479624999999999,9.09,14.934862434586536,4.687375,0.52,95.1125,6.63,4.0635,43.49,16.0
99049,2009-03-03,2.0,2000.0,10.21875,11.52,12.71686010148484,3.290125,0.53,89.03750000000002,0.39,0.237125,1.58,16.0
99051,2009-03-03,2.0,2200.0,6.362375,18.69,14.612721080877106,1.809875,0.52,65.875,0.61,0.270875,28.62,16.0
99060,2009-03-03,2.0,2200.0,7.994625,17.69,15.55325102689926,4.706875,0.5,83.30000000000003,9.55,8.044375,110.59,16.0
99061,2009-03-03,2.0,2000.0,13.383875,15.67,16.533761525240212,5.356875,0.35,84.6,5.66,5.5675,76.64,16.0
99063,2009-03-03,2.0,2000.0,14.603125,21.7,19.686737964237228,7.892,0.24,98.5875,0.15,0.0,25.73,16.0
99064,2009-03-03,2.0,2000.0,20.465,20.46,24.110297555692767,19.914625,0.23,100.0,0.19,0.18775,4.45,16.0
99065,2009-03-03,2.0,2000.0,5.221,5.22,14.963060499705977,4.3865,0.41,89.525,0.36,0.35575,0.36,16.0
99071,2009-03-03,3.0,2200.0,8.815499999999998,8.82,17.60177670790327,7.489374999999999,0.37,97.6875,0.12,0.12,0.27,16.0
99075,2009-03-03,2.0,2200.0,18.51225,22.85,15.086881954417516,7.4795,0.36,88.8875,6.86,6.688125,12.18,16.0
99077,2009-03-04,4.0,1400.0,25.751875,25.75,36.37931629737745,16.936125,0.31,97.4,2.38,2.260875,2.53,16.0
99082,2009-03-04,3.0,1800.0,18.843125,20.8,21.94790605060728,10.995,0.29,99.85,33.7,26.02575,48.38,16.0
99093,2009-03-04,3.0,1800.0,10.41575,10.42,20.58357573114689,4.279375,0.18,95.8625,2.89,2.10725,6.29,16.0
99095,2009-03-04,3.0,2000.0,8.916374999999997,19.49,14.925386173233496,2.92675,0.52,88.83749999999998,16.39,7.2807499999999985,95.04,16.0
99098,2009-03-04,3.0,1800.0,27.144250000000003,27.14,31.112668915747115,19.721125,0.18,100.0,42.42,28.679375,54.03,16.0
99099,2009-03-04,3.0,1800.0,16.653375,16.65,30.4689782208132,8.675125,0.29,95.125,16.21,5.721375,25.73,16.0
99100,2009-03-04,3.0,1800.0,21.197375,21.2,37.49087991765436,14.214625,0.21,99.65,1.22,0.05775,2.39,16.0
99111,2009-03-04,3.0,2000.0,11.516125,42.82,19.3796716224586,1.691125,0.31,86.925,12.24,8.55225,56.85,16.0
99112,2009-03-04,3.0,1800.0,1.38725,5.51,14.529015725014084,1.38725,0.6,84.7,0.93,0.894625,21.58,16.0
99115,2009-03-04,3.0,2000.0,6.725124999999999,18.35,18.854557023908093,0.492125,0.45,93.4625,4.8,3.5213750000000004,27.64,16.0
99116,2009-03-04,3.0,2000.0,6.830375,24.43,14.263348110499782,2.685,0.62,96.7,0.0,0.0,0.0,16.0
99117,2009-03-04,3.0,2000.0,8.204375,30.44,16.289579791504913,2.5601250000000007,0.43,93.5875,4.92,2.248625,18.15,16.0
99118,2009-03-04,3.0,1800.0,12.94275,31.65,25.84445909891161,4.893999999999999,0.25,98.675,8.71,3.324875,26.84,16.0
99127,2009-03-04,3.0,1800.0,17.502,25.63,19.401788686640405,3.386125,0.26,90.9875,12.69,5.8271250000000006,17.65,16.0
99129,2009-03-04,3.0,1800.0,20.710625,25.86,39.54316245915422,14.33575,0.25,92.575,0.28,0.0,0.39,16.0
99131,2009-03-04,3.0,2000.0,5.21125,19.44,14.880028204691524,0.742,0.52,84.5375,2.27,1.7071249999999998,27.25,16.0
99132,2009-03-04,4.0,1400.0,23.6685,27.8,35.13980987245375,18.7145,0.08,98.7125,16.17,11.669,53.07,16.0
99133,2009-03-04,4.0,1400.0,29.063375,29.06,35.504264018030035,14.402250000000002,0.18,90.4625,7.03,6.2097500000000005,7.21,16.0
99134,2009-03-04,3.0,1800.0,14.554875,14.55,28.01792505218979,9.334,0.33,87.58749999999998,19.66,19.303875,19.66,16.0
99135,2009-03-04,3.0,1800.0,45.96062500000001,45.96,30.16500209396428,25.495375,0.32,100.0,60.34,60.155625,64.33,16.0
99136,2009-03-04,4.0,1400.0,49.07762500000001,64.51,35.898707126256795,30.565875,0.19,100.0,31.67,24.155875,76.7,16.0
99137,2009-03-04,4.0,1400.0,17.426000000000002,24.0,25.451348396676327,10.021999999999998,0.32,91.0375,33.13,27.4675,94.91,16.0
99141,2009-03-04,4.0,1400.0,18.569625,18.9,30.082853905888964,12.050125,0.24,96.4,3.58,2.74075,73.93,16.0
99153,2009-03-04,3.0,1800.0,8.123625,8.12,20.91609829728543,1.408,0.32,97.3625,9.67,1.065,40.27,16.0
99154,2009-03-04,3.0,1800.0,20.253,32.77,25.343673396496648,11.069375,0.23,98.025,0.09,0.0,24.42,16.0
99158,2009-03-05,3.0,1800.0,28.776625,31.52,23.991820324823127,12.61825,0.13,80.25,19.41,15.8245,31.33,16.0
99173,2009-03-05,3.0,1800.0,13.701,20.19,16.776601653550674,6.067250000000001,0.5,93.0,31.28,15.958625,46.98,16.0
99174,2009-03-05,3.0,1800.0,31.119375,39.74,23.12636954501196,15.740749999999998,0.28,93.0625,37.68,4.647999999999999,62.57,16.0
99178,2009-03-05,3.0,1800.0,22.785625,35.39,25.8846161721494,12.487125,0.19,91.5875,12.0,3.2915,17.29,16.0
99182,2009-03-05,3.0,1800.0,31.273875,41.13,23.95189612953808,12.312625,0.23,90.325,1.81,1.805625,12.11,16.0
99183,2009-03-05,3.0,1800.0,11.313249999999998,12.6,17.945726740548483,9.925999999999998,0.48,89.87500000000001,4.78,3.8465,13.17,16.0
99193,2009-03-05,3.0,1800.0,76.164875,87.22,20.51064567274043,31.35675,0.27,95.775,37.84,6.582750000000001,62.73,16.0
99196,2009-03-05,3.0,1800.0,29.130875,32.12,24.177769518620163,11.7225,0.24,99.075,35.6,1.9661250000000003,36.3,16.0
99199,2009-03-05,3.0,1800.0,18.185,32.15,18.31385250090447,7.319499999999999,0.29,95.7125,13.56,1.044375,17.71,16.0
99205,2009-03-05,3.0,1800.0,22.818125,23.65,19.66873370669136,9.09775,0.37,87.65,22.03,2.3713750000000005,22.03,16.0
99206,2009-03-05,3.0,1800.0,61.38125,61.93,24.26105510069763,15.970999999999998,0.35,100.0,70.41,10.068125,71.2,16.0
99208,2009-03-05,3.0,1800.0,11.381625,30.21,17.889717633584983,7.23625,0.29,99.4875,6.72,1.934,16.18,16.0
99209,2009-03-05,4.0,1600.0,41.915125,50.14,26.59930484769124,24.289125,0.19,96.3,13.89,13.651,14.05,16.0
99210,2009-03-05,3.0,1800.0,19.770125,21.81,26.69447892471548,13.686375,0.3,98.2125,10.71,1.383,29.64,16.0
99212,2009-03-05,3.0,1800.0,8.985875,20.19,15.52520522294822,4.80625,0.58,99.6875,0.0,0.0,0.0,16.0
99213,2009-03-05,3.0,1800.0,4.880625,17.5,17.67556202885776,0.741375,0.3,98.4375,19.46,3.2195,42.58,16.0
99217,2009-03-05,3.0,1800.0,44.465375,44.47,32.34156292285618,15.401750000000002,0.19,81.0875,10.58,3.5555000000000003,10.62,16.0
99225,2009-03-05,3.0,1800.0,10.5035,17.98,23.495090773565344,7.087875,0.34,97.82500000000002,20.26,15.4645,39.83,16.0
99227,2009-03-05,3.0,1800.0,8.08375,16.34,16.615899894166724,5.5321250000000015,0.5,95.75,15.4,13.42,35.36,16.0
99228,2009-03-05,4.0,1600.0,42.526375,43.85,24.85928388710284,18.10075,0.24,88.61250000000004,66.26,63.87575000000001,66.41,16.0
99229,2009-03-05,3.0,1800.0,46.34462499999999,50.75,26.33476356891017,22.942875,0.11,97.9875,23.14,7.407625,35.28,16.0
99233,2009-03-05,3.0,1800.0,10.82325,28.81,21.19278434076953,3.924875,0.31,90.775,16.48,4.344875,36.68,16.0
99237,2009-03-05,4.0,1600.0,35.9345,38.05,25.98692375609232,21.394375,0.2,99.55,37.51,21.300625000000004,41.79,16.0
99238,2009-03-05,4.0,1600.0,42.4465,45.36,28.24183114298437,24.16125000000001,0.27,91.075,15.33,14.229,15.48,16.0
99242,2009-03-05,3.0,1800.0,23.591,26.83,22.257519334239174,16.418875,0.21,97.4125,14.69,11.81325,16.03,16.0
99245,2009-03-05,4.0,1600.0,51.736125,54.75,27.364714925316463,27.608750000000004,0.2,99.975,99.59,57.55912500000001,103.9,16.0
99248,2009-03-06,3.0,2000.0,18.4315,23.65,14.1766892969475,0.0,0.44,91.475,24.5,2.8255,24.86,16.0
99254,2009-03-06,3.0,2000.0,25.604125,41.0,21.40802952386665,2.222125,0.25,87.7,33.69,31.88450000000001,33.84,16.0
99255,2009-03-06,3.0,2000.0,43.6085,64.07,18.702582601015337,2.1415,0.41,98.775,77.87,7.643125,78.05,16.0
99256,2009-03-06,3.0,2000.0,10.679875,24.55,20.60527169397926,5.063875,0.33,88.72500000000002,33.26,20.359875,38.25,16.0
99262,2009-03-06,3.0,1800.0,43.73025,50.71,25.45980597866147,5.35425,0.29,84.875,42.62,28.336625,43.79,16.0
99264,2009-03-06,3.0,1800.0,36.0565,44.04,24.299471691319194,5.987125,0.22,97.825,62.64,35.61825,73.13,16.0
99265,2009-03-06,3.0,1800.0,64.975,72.4,24.84773132599885,17.645125,0.22,90.3125,105.65,19.4145,119.85,16.0
99266,2009-03-06,3.0,2000.0,28.50575,42.48,20.318884082010587,2.7430000000000003,0.3,88.3875,32.83,0.714375,38.49,16.0
99267,2009-03-06,3.0,2000.0,24.66825,31.52,21.52902461356393,0.0,0.14,77.325,30.27,11.700625,31.11,16.0
99270,2009-03-06,3.0,2000.0,18.22175,25.02,24.708072703020363,10.642,0.34,97.3875,55.98,36.997875,59.11,16.0
99273,2009-03-06,3.0,2000.0,20.794875,35.14,24.86809716524641,10.998625,0.31,99.35,26.89,22.709875,30.23,16.0
99279,2009-03-06,3.0,2000.0,38.83825,53.5,30.86571846386113,9.03425,0.2,79.225,29.97,20.204125,30.82,16.0
99281,2009-03-06,3.0,2000.0,23.2775,27.42,23.66592437851198,15.786375,0.39,99.4,0.0,0.0,0.0,16.0
99282,2009-03-06,3.0,2000.0,22.481625,32.43,21.46805173363246,5.100499999999999,0.22,88.92500000000004,32.26,25.644375,37.81,16.0
99298,2009-03-06,3.0,2000.0,26.593125,32.73,20.656051465908963,5.89475,0.24,80.88750000000002,44.68,30.757875,45.46,16.0
99301,2009-03-06,3.0,2000.0,46.105875,55.2,23.98973100639088,4.44875,0.12,79.5625,58.29,39.21125,65.13,16.0
99305,2009-03-06,3.0,2000.0,19.18025,25.54,24.54410768141385,12.90625,0.27,95.70000000000002,53.23,38.10775,55.94,16.0
99306,2009-03-06,3.0,2000.0,33.10125,39.82,33.72010278396077,18.006999999999994,0.24,97.8125,12.53,10.08425,24.88,16.0
99307,2009-03-06,3.0,2000.0,9.6675,18.19,21.817315957847587,8.84075,0.28,99.6125,40.71,25.572,46.22,16.0
99308,2009-03-06,3.0,2000.0,18.81600000000001,26.81,20.55678583985055,9.822125000000002,0.25,88.35,57.62,34.376124999999995,67.89,16.0
99315,2009-03-06,3.0,1800.0,47.290625,58.81,23.85057735974947,8.66575,0.23,83.67500000000003,42.64,28.99125,43.04,16.0
99316,2009-03-06,3.0,1600.0,36.9825,45.8,17.896868589889305,1.94575,0.3,80.725,81.61,15.46975,81.73,16.0
99320,2009-03-06,3.0,1600.0,69.053375,90.19,18.342153181926985,7.13075,0.31,85.1625,54.31,23.5735,63.65,16.0
99323,2009-03-06,3.0,2000.0,21.066875000000003,21.07,23.42870446189169,9.753625,0.45,95.4625,32.96,28.222375000000003,33.5,16.0
99330,2009-03-06,3.0,1600.0,32.34075,41.75,23.60393018125284,9.623125,0.31,85.26250000000002,27.99,0.0,35.67,16.0
99331,2009-03-06,3.0,1800.0,18.076625000000003,38.09,20.24327106058533,7.371124999999997,0.31,98.4,49.43,42.556,56.48,16.0
99339,2009-03-07,3.0,1800.0,26.696125,55.76,27.19883594833149,2.260125,0.21,36.55,32.32,8.560125,39.35,16.0
99346,2009-03-07,3.0,1800.0,34.175625000000004,58.73,17.4408280171642,1.2205,0.29,44.1125,99.1,56.45887499999999,99.5,16.0
99353,2009-03-07,3.0,1800.0,27.651375,54.85,19.20940283715393,0.25975,0.14,42.8875,98.49,51.873875,116.8,16.0
99354,2009-03-07,3.0,1800.0,18.6325,64.59,17.192682703415144,0.519375,0.46,48.21250000000001,45.54,27.832,105.89,16.0
99355,2009-03-07,3.0,1800.0,9.09775,23.65,12.621268138052423,0.0,0.47,42.125,8.63,3.4355,28.29,16.0
99358,2009-03-07,3.0,1800.0,8.988999999999997,24.55,18.46198971264277,0.0,0.35,39.975,39.38,14.67825,51.83,16.0
99362,2009-03-07,3.0,1800.0,14.534875,40.21,19.2678189570619,0.0,0.26,36.1375,42.13,8.443750000000001,42.28,16.0
99363,2009-03-07,3.0,1800.0,37.092,45.22,26.747363686341146,5.398875,0.21,56.2,57.77,46.304875,67.44,16.0
99364,2009-03-07,3.0,1800.0,23.03112500000001,24.42,19.92462687112995,3.351375,0.22,39.75,48.49,16.42025,49.42,16.0
99365,2009-03-07,3.0,1800.0,12.25325,20.86,17.055582187050597,2.67125,0.33,44.6,51.46,22.673375,67.71,16.0
99372,2009-03-07,3.0,1600.0,48.089875000000006,99.14,18.52498681131221,9.602,0.31,38.075,69.52,39.35875,102.84,16.0
99375,2009-03-07,3.0,1800.0,17.58775,32.04,15.833643017749749,0.0,0.43,34.2,30.95,2.0175,39.66,16.0
99377,2009-03-07,3.0,1800.0,32.2345,53.43,22.25793353792071,2.719,0.3,42.675,100.91,58.3445,102.13,16.0
99378,2009-03-07,3.0,1600.0,19.77525,30.7,19.02373665501669,3.886,0.27,39.475,84.7,34.363,101.53,16.0
99381,2009-03-07,3.0,1800.0,20.83,44.24,19.253763072580504,2.346125,0.33,50.075,8.05,2.6845,41.17,16.0
99382,2009-03-07,3.0,1800.0,12.61825,31.52,19.881326486340228,0.0,0.15,31.9375,38.9,11.374,42.48,16.0
99385,2009-03-07,3.0,1800.0,29.566125,46.22,21.99264711758345,2.184625,0.24,49.29999999999999,87.45,30.534375,103.66,16.0
99391,2009-03-07,3.0,1800.0,22.585125000000005,33.0,19.288015610026267,0.2715,0.27,46.33749999999999,79.39,36.815125,82.27,16.0
99392,2009-03-07,3.0,1800.0,16.500999999999998,38.4,17.68614672778999,1.810375,0.31,46.43750000000001,67.2,23.603,79.89,16.0
99394,2009-03-07,3.0,1800.0,50.28837500000001,77.43,22.84337009175416,5.034625,0.23,32.9375,125.08,48.108,167.5,16.0
99404,2009-03-07,3.0,1600.0,20.15575,45.91,12.439952866842914,0.109375,0.79,30.8125,87.05,7.703999999999999,89.43,16.0
99406,2009-03-07,3.0,2000.0,21.882375,28.99,20.951476205730646,3.444125,0.29,49.93749999999999,60.92,9.39,63.23,16.0
99416,2009-03-07,3.0,2000.0,20.78575,36.95,21.520049291837875,2.550875,0.23,68.60000000000001,43.38,18.738375,48.35,16.0
99417,2009-03-07,3.0,2000.0,24.231,31.06,20.068227431696908,3.638,0.34,50.1,0.0,0.0,0.0,16.0
99418,2009-03-07,3.0,2000.0,21.416125,28.7,23.45228050953451,3.686500000000001,0.28,44.77500000000001,61.06,8.60125,65.86,16.0
99424,2009-03-07,3.0,1800.0,23.206000000000003,43.61,21.212251555687622,1.86025,0.33,42.075,2.35,0.3815,36.05,16.0
99425,2009-03-08,3.0,2000.0,22.034875,33.67,20.928483242730533,2.610375,0.3,78.8625,0.0,0.0,0.0,16.0
99426,2009-03-08,3.0,2000.0,18.298375,33.74,23.246637401537622,4.7490000000000006,0.2,78.725,56.34,14.89275,63.2,16.0
99428,2009-03-08,3.0,2000.0,16.095125,40.92,23.25361791129257,6.913875,0.28,82.775,69.57,3.4159999999999995,83.31,16.0
99429,2009-03-08,3.0,2000.0,5.756125000000001,52.37,17.71454629935224,1.047875,0.15,57.8125,102.0,10.917125,125.58,16.0
99434,2009-03-08,3.0,2000.0,16.183999999999994,30.0,21.919998076141976,1.855625,0.29,80.83337499999998,56.22,10.616,76.48,16.0
99435,2009-03-08,3.0,2000.0,13.663,58.13,25.996151895750018,2.368875,0.22,61.52500000000001,32.38,3.61675,42.96,16.0
99448,2009-03-08,3.0,1800.0,16.095,24.18,20.546806044590387,4.583125,0.3,80.9,66.41,18.164875,85.87,16.0
99450,2009-03-08,3.0,1800.0,11.541625000000002,49.59,24.205759584237136,3.369875,0.24,79.33749999999998,71.27,5.1205,108.78,16.0
99454,2009-03-08,3.0,2000.0,5.882625,39.05,17.939136009280716,0.7934999999999999,0.26,64.725,17.27,13.867,55.04,16.0
99456,2009-03-08,3.0,2000.0,0.0,31.19,18.83565574198624,0.0,0.16,59.375,35.68,12.60925,55.09,16.0
99457,2009-03-08,3.0,1800.0,16.17525,61.18,18.06421314154092,6.289,0.31,79.88749999999997,98.05,12.597375,111.98,16.0
99463,2009-03-08,3.0,1800.0,31.97225000000001,86.73,27.26802024974349,9.292375,0.22,82.4625,81.52,13.993749999999997,181.49,16.0
99471,2009-03-08,3.0,2000.0,2.6608750000000003,64.59,16.11063930444928,0.0,0.55,64.93749999999999,42.82,7.3405,113.23,16.0
99472,2009-03-08,3.0,2000.0,0.0,23.65,12.465243062515842,0.0,0.48,65.7,7.05,0.787125,29.08,16.0
99474,2009-03-08,3.0,2000.0,8.273875,35.11,18.16815235436561,2.10775,0.3,72.85,81.62,14.04475,96.32,16.0
99475,2009-03-08,3.0,1800.0,12.319125,57.68,24.07257589165549,4.246,0.35,74.7625,97.21,10.530124999999998,112.66,16.0
99477,2009-03-08,3.0,2000.0,6.140749999999999,38.71,19.882793822608,3.918625,0.25,71.8625,42.52,2.188375,44.41,16.0
99479,2009-03-08,3.0,2000.0,17.817125000000004,28.56,19.32374065242992,1.466875,0.22,78.0375,60.91,13.41,76.6,16.0
99481,2009-03-08,3.0,1800.0,19.392,34.38,25.43349699327356,5.6838750000000005,0.26,80.51249999999997,115.77,47.03475,148.12,16.0
99491,2009-03-08,3.0,1800.0,9.081875,24.52,21.009975159926555,4.017875,0.34,72.21249999999998,51.23,16.1965,67.81,16.0
99493,2009-03-08,3.0,2000.0,2.05525,45.91,12.29055766995032,0.0,0.8,54.0625,25.19,2.012875,91.44,16.0
99501,2009-03-08,3.0,2000.0,18.36475,98.8,18.468869817368955,1.63225,0.35,54.02499999999999,65.9,2.967875,104.15,16.0
99502,2009-03-08,3.0,2000.0,26.169125,47.98,23.66687179263761,2.763375,0.23,72.125,101.63,45.24125000000001,112.68,16.0
99503,2009-03-08,3.0,1800.0,8.741625,34.17,20.25217116023249,3.64125,0.22,70.3125,30.29,2.62775,42.29,16.0
99504,2009-03-08,3.0,1800.0,16.272375,46.84,33.15075310361059,4.788875,0.29,57.40000000000001,11.86,11.48125,47.53,16.0
99508,2009-03-08,3.0,2000.0,15.225375,26.54,15.718949654547114,2.120375,0.56,69.1875,52.65,8.010125,57.43,16.0
99515,2009-03-09,3.0,2200.0,17.633875,100.93,19.1091205609884,6.39975,0.35,74.6875,52.7,10.374625,114.12,16.0
99519,2009-03-09,3.0,1800.0,14.93275,42.82,25.08256342049305,11.29175,0.22,85.08749999999998,21.66,17.012625,59.3,16.0
99526,2009-03-09,3.0,1800.0,30.40025,80.98,25.552770727826392,22.89075,0.16,92.625,71.91,2.856625,114.79,16.0
99531,2009-03-09,3.0,1800.0,22.0435,60.8,24.648524650574505,15.394625,0.33,89.6,44.2,32.339875,79.8,16.0
99532,2009-03-09,3.0,2200.0,1.670875,30.45,19.509558833846608,1.670875,0.15,76.21249999999998,44.5,20.51275,75.6,16.0
99533,2009-03-09,3.0,2200.0,4.4225,38.29,17.41831506836268,1.2828750000000002,0.27,82.98750000000003,28.74,12.185375,67.13,16.0
